DATE, INBOUND_FOR , OUTBOUND_FOR , NET_FOR , INBOUND_KZT , OUTBOUND_KZT , NET_KZT , NET_TOTAL ,USD,EUR,DELTA_NET_USD,DELTA_NET_EUR,DELTA_IN_FOR,DELTA_OUT_FOR,DELTA_NET_FOR,DELTA_IN_KZT,DELTA_OUT_KZT,DELTA_NET_KZT,CALENDAR,RATE_FOR,RATE_KZT
10/14/2016,15423212,25605867,-10182655,63650861,58172559,5478303,-4704353,331.36,365.29,0.00,0.00,-0.35,0.35,-3.17,-0.07,0.12,-0.67,NORMAL,0.02,0.13
10/15/2016,11625082,8062791,3562291,50110134,33226761,16883373,20445664,331.01,364.71,0.00,0.00,-0.25,-0.69,-1.35,-0.21,-0.43,2.08,WEEKEND,0.02,0.13
10/16/2016,8656996,8183686,473310,26100750,25655525,445225,918535,331.01,364.71,0.00,0.00,-0.26,0.02,-0.87,-0.48,-0.23,-0.97,WEEKEND,0.02,0.13
10/17/2016,16803456,19724205,-2920749,66832807,52844035,13988771,11068022,331.01,364.71,0.00,0.00,0.94,1.41,-7.17,1.56,1.06,30.42,NORMAL,0.02,0.13
10/18/2016,20640557,28931060,-8290503,58611600,55429722,3181878,-5108625,331.74,364.52,0.00,0.00,0.23,0.47,1.84,-0.12,0.05,-0.77,NORMAL,0.02,0.13
10/19/2016,13912932,19148460,-5235528,59060711,48867651,10193060,4957532,332.12,365.76,0.00,0.00,-0.33,-0.34,-0.37,0.01,-0.12,2.20,NORMAL,0.02,0.13
10/20/2016,17045927,19703121,-2657195,58575983,46556134,12019850,9362655,332.18,365.3,0.00,0.00,0.23,0.03,-0.49,-0.01,-0.05,0.18,NORMAL,0.02,0.13
10/21/2016,16899096,20238602,-3339505,57776578,50008540,7768038,4428532,330.56,362.53,0.00,-0.01,-0.01,0.03,0.26,-0.01,0.07,-0.35,NORMAL,0.02,0.13
10/22/2016,8176204,8484315,-308112,42188483,31645993,10542491,10234379,331.4,361.09,0.00,0.00,-0.52,-0.58,-0.91,-0.27,-0.37,0.36,WEEKEND,0.02,0.13
10/23/2016,3476083,6119325,-2643242,22932637,22381033,551604,-2091638,331.4,361.09,0.00,0.00,-0.57,-0.28,7.58,-0.46,-0.29,-0.95,WEEKEND,0.02,0.13
10/24/2016,20100835,17245768,2855067,64075911,50984908,13091003,15946070,331.4,361.09,0.00,0.00,4.78,1.82,-2.08,1.79,1.28,22.73,NORMAL,0.02,0.13
10/25/2016,13136686,19606123,-6469438,56143833,47640486,8503347,2033910,330.24,359.53,0.00,0.00,-0.35,0.14,-3.27,-0.12,-0.07,-0.35,NORMAL,0.02,0.13
10/26/2016,15996715,21429055,-5432340,56570086,44853937,11716149,6283808,330.12,359.3,0.00,0.00,0.22,0.09,-0.16,0.01,-0.06,0.38,NORMAL,0.02,0.13
10/27/2016,15741922,17814321,-2072400,57386782,46360509,11026273,8953873,331.18,361.75,0.00,0.01,-0.02,-0.17,-0.62,0.01,0.03,-0.06,NORMAL,0.02,0.13
10/28/2016,29151242,16909992,12241250,60966801,47503046,13463756,25705006,332.6,363.03,0.00,0.00,0.85,-0.05,-6.91,0.06,0.02,0.22,NORMAL,0.02,0.13
10/29/2016,11954202,7180693,4773510,42697499,30972787,11724712,16498222,333.5,363.82,0.00,0.00,-0.59,-0.58,-0.61,-0.30,-0.35,-0.13,WEEKEND,0.02,0.13
10/30/2016,7139490,5096866,2042624,26520354,22662769,3857585,5900208,333.5,363.82,0.00,0.00,-0.40,-0.29,-0.57,-0.38,-0.27,-0.67,WEEKEND,0.02,0.13
10/31/2016,24342754,14159408,10183346,64265238,50143395,14121843,24305189,333.5,363.82,0.00,0.00,2.41,1.78,3.99,1.42,1.21,2.66,SALARY,0.02,0.13
11/1/2016,27695425,26677874,1017551,77432041,73552724,3879317,4896868,335.12,367.06,0.00,0.01,0.14,0.88,-0.90,0.20,0.47,-0.73,SALARY,0.02,0.13
11/2/2016,34661243,18528959,16132284,66950435,78816488,-11866054,4266230,336,369.47,0.00,0.01,0.25,-0.31,14.85,-0.14,0.07,-4.06,NORMAL,0.02,0.13
11/3/2016,35305846,22763722,12542124,63890714,68390844,-4500130,8041994,337.66,374.06,0.00,0.01,0.02,0.23,-0.22,-0.05,-0.13,-0.62,NORMAL,0.02,0.13
11/4/2016,25700393,23231572,2468821,68295612,59681235,8614378,11083199,338.35,375.33,0.00,0.00,-0.27,0.02,-0.80,0.07,-0.13,-2.91,NORMAL,0.02,0.13
11/5/2016,15775807,6735578,9040228,50803457,36965225,13838233,22878461,338.84,376.01,0.00,0.00,-0.39,-0.71,2.66,-0.26,-0.38,0.61,WEEKEND,0.02,0.13
11/6/2016,9653588,5641824,4011765,30137927,23922124,6215803,10227568,338.84,376.01,0.00,0.00,-0.39,-0.16,-0.56,-0.41,-0.35,-0.55,WEEKEND,0.02,0.13
11/7/2016,22131396,23446150,-1314753,75518640,59067175,16451465,15136712,338.84,376.01,0.00,0.00,1.29,3.16,-1.33,1.51,1.47,1.65,NORMAL,0.02,0.13
11/8/2016,22642171,27688393,-5046222,77130301,56234557,20895744,15849522,339.99,376.16,0.00,0.00,0.02,0.18,2.84,0.02,-0.05,0.27,NORMAL,0.02,0.13
11/9/2016,29116303,34091189,-4974885,90647049,62429249,28217800,23242914,339.75,375.36,0.00,0.00,0.29,0.23,-0.01,0.18,0.11,0.35,NORMAL,0.02,0.13
11/10/2016,27983516,34418071,-6434555,81602638,56702978,24899660,18465104,341.18,376.83,0.00,0.00,-0.04,0.01,0.29,-0.10,-0.09,-0.12,NORMAL,0.02,0.13
11/11/2016,32107653,34709400,-2601747,80558483,64487214,16071268,13469521,338.33,368.51,-0.01,-0.02,0.15,0.01,-0.60,-0.01,0.14,-0.35,NORMAL,0.02,0.13
11/12/2016,15195067,11197183,3997884,56698015,39447240,17250775,21248659,340.63,369.86,0.01,0.00,-0.53,-0.68,-2.54,-0.30,-0.39,0.07,WEEKEND,0.02,0.13
11/13/2016,9982976,6964566,3018410,33942516,29111559,4830957,7849367,340.63,369.86,0.00,0.00,-0.34,-0.38,-0.25,-0.40,-0.26,-0.72,WEEKEND,0.02,0.13
11/14/2016,23225931,19851840,3374091,62558964,54675918,7883047,11257138,340.63,369.86,0.00,0.00,1.33,1.85,0.12,0.84,0.88,0.63,NORMAL,0.02,0.13
11/15/2016,30226695,37613027,-7386333,71601845,57667551,13934294,6547961,343.23,369.42,0.01,0.00,0.30,0.89,-3.19,0.14,0.05,0.77,NORMAL,0.02,0.13
11/16/2016,22274875,25594908,-3320033,62036073,64337795,-2301722,-5621756,344.56,372.02,0.00,0.01,-0.26,-0.32,-0.55,-0.13,0.12,-1.17,NORMAL,0.02,0.13
11/17/2016,13346645,17769753,-4423108,56881796,45069491,11812304,7389196,340.05,364.19,-0.01,-0.02,-0.40,-0.31,0.33,-0.08,-0.30,-6.13,NORMAL,0.02,0.13
11/18/2016,21326086,26070598,-4744512,56360784,49895622,6465162,1720651,341.22,365.86,0.00,0.00,0.60,0.47,0.07,-0.01,0.11,-0.45,NORMAL,0.02,0.13
11/19/2016,11376979,7421815,3955164,37318898,28329514,8989384,12944549,341.07,361.53,0.00,-0.01,-0.47,-0.72,-1.83,-0.34,-0.43,0.39,WEEKEND,0.02,0.13
11/20/2016,4683388,3834963,848425,20732312,19968433,763879,1612304,341.07,361.53,0.00,0.00,-0.59,-0.48,-0.79,-0.44,-0.30,-0.92,WEEKEND,0.02,0.13
11/21/2016,12153738,19124377,-6970638,52572790,43555893,9016897,2046258,341.07,361.53,0.00,0.00,1.60,3.99,-9.22,1.54,1.18,10.80,NORMAL,0.02,0.13
11/22/2016,22016878,22642167,-625289,53818698,53678155,140543,-484747,338.99,360.38,-0.01,0.00,0.81,0.18,-0.91,0.02,0.23,-0.98,NORMAL,0.02,0.13
11/23/2016,23612684,15720226,7892457,46707273,60770754,-14063482,-6171024,335.48,357.19,-0.01,-0.01,0.07,-0.31,-13.62,-0.13,0.13,-101.07,NORMAL,0.02,0.13
11/24/2016,17660910,12558835,5102074,50826170,46325891,4500279,9602354,334.5,354.77,0.00,-0.01,-0.25,-0.20,-0.35,0.09,-0.24,-1.32,NORMAL,0.02,0.13
11/25/2016,19625499,15272832,4352667,53259176,50963499,2295677,6648345,335.69,354.69,0.00,0.00,0.11,0.22,-0.15,0.05,0.10,-0.49,NORMAL,0.02,0.13
11/26/2016,12324732,7525053,4799678,39636732,32117921,7518812,12318490,337.86,357.69,0.01,0.01,-0.37,-0.51,0.10,-0.26,-0.37,2.28,WEEKEND,0.02,0.13
11/27/2016,5796497,3839972,1956525,22887807,22146814,740993,2697517,337.86,357.69,0.00,0.00,-0.53,-0.49,-0.59,-0.42,-0.31,-0.90,WEEKEND,0.02,0.13
11/28/2016,17793751,22627471,-4833720,61062879,42872637,18190242,13356522,337.86,357.69,0.00,0.00,2.07,4.89,-3.47,1.67,0.94,23.55,NORMAL,0.02,0.13
11/29/2016,16872203,23455397,-6583195,60351971,49261362,11090609,4507414,340.24,361.78,0.01,0.01,-0.05,0.04,0.36,-0.01,0.15,-0.39,NORMAL,0.02,0.13
11/30/2016,17431278,35146083,-17714805,75395143,47679989,27715154,10000349,340.3,360.85,0.00,0.00,0.03,0.50,1.69,0.25,-0.03,1.50,SALARY,0.02,0.13
12/1/2016,9579109,21780362,-12201253,54426766,40118222,14308544,2107291,341.44,363.33,0.00,0.01,-0.45,-0.38,-0.31,-0.28,-0.16,-0.48,HOLIDAY,0.02,0.13
12/2/2016,24739246,39019464,-14280218,84133045,72733418,11399627,-2880591,341.44,363.33,0.00,0.00,1.58,0.79,0.17,0.55,0.81,-0.20,NORMAL,0.02,0.13
12/3/2016,10044533,17396055,-7351521,55845098,29515530,26329568,18978047,335.71,357.36,-0.02,-0.02,-0.59,-0.55,-0.49,-0.34,-0.59,1.31,WEEKEND,0.02,0.13
12/4/2016,5686951,6288936,-601985,26062736,17627239,8435496,7833511,335.71,357.36,0.00,0.00,-0.43,-0.64,-0.92,-0.53,-0.40,-0.68,WEEKEND,0.02,0.13
12/5/2016,22073727,85246157,-63172429,90921528,72040850,18880679,-44291751,335.71,357.36,0.00,0.00,2.88,12.55,103.94,2.49,3.09,1.24,NORMAL,0.02,0.13
12/6/2016,18848359,33402361,-14554002,77861012,61687373,16173639,1619637,334.48,355.62,0.00,0.00,-0.15,-0.61,-0.77,-0.14,-0.14,-0.14,NORMAL,0.02,0.13
12/7/2016,18559731,20075319,-1515588,72840953,49409020,23431934,21916345,335.61,361.32,0.00,0.02,-0.02,-0.40,-0.90,-0.06,-0.20,0.45,NORMAL,0.02,0.13
12/8/2016,21008149,27008654,-6000505,72257717,58550116,13707601,7707096,336.23,360.3,0.00,0.00,0.13,0.35,2.96,-0.01,0.19,-0.42,NORMAL,0.02,0.13
12/9/2016,19145503,23343566,-4198063,82559182,63460482,19098699,14900636,334.89,361.61,0.00,0.00,-0.09,-0.14,-0.30,0.14,0.08,0.39,NORMAL,0.02,0.13
12/10/2016,11225966,7346673,3879294,61418135,33604268,27813868,31693162,334.31,355.17,0.00,-0.02,-0.41,-0.69,-1.92,-0.26,-0.47,0.46,WEEKEND,0.02,0.13
12/11/2016,5524094,6881525,-1357431,35399408,29120683,6278726,4921294,334.31,355.17,0.00,0.00,-0.51,-0.06,-1.35,-0.42,-0.13,-0.77,WEEKEND,0.02,0.13
12/12/2016,23354209,34407788,-11053579,88655097,61367698,27287399,16233820,334.31,355.17,0.00,0.00,3.23,4.00,7.14,1.50,1.11,3.35,NORMAL,0.02,0.13
12/13/2016,26183156,28297593,-2114437,80979332,69103725,11875607,9761170,331.12,350.79,-0.01,-0.01,0.12,-0.18,-0.81,-0.09,0.13,-0.56,NORMAL,0.02,0.13
12/14/2016,29433159,23676747,5756413,83618951,64000371,19618580,25374993,330.24,350.75,0.00,0.00,0.12,-0.16,-3.72,0.03,-0.07,0.65,NORMAL,0.02,0.13
12/15/2016,25428633,30292433,-4863800,95510916,63342956,32167960,27304161,331.25,351.99,0.00,0.00,-0.14,0.28,-1.84,0.14,-0.01,0.64,NORMAL,0.02,0.13
12/16/2016,5679723,6319412,-639689,43442860,24537015,18905845,18266156,334.88,351.56,0.01,0.00,-0.78,-0.79,-0.87,-0.55,-0.61,-0.41,HOLIDAY,0.02,0.13
12/17/2016,5256601,7635560,-2378960,37061231,22762840,14298391,11919431,334.88,351.56,0.00,0.00,-0.07,0.21,2.72,-0.15,-0.07,-0.24,HOLIDAY,0.02,0.13
12/18/2016,3981842,7199711,-3217869,29049054,16751301,12297753,9079884,334.88,351.56,0.00,0.00,-0.24,-0.06,0.35,-0.22,-0.26,-0.14,WEEKEND,0.02,0.13
12/19/2016,7193376,11014617,-3821241,51837018,39292069,12544949,8723708,334.88,351.56,0.00,0.00,0.81,0.53,0.19,0.78,1.35,0.02,HOLIDAY,0.02,0.13
12/20/2016,19720940,27615226,-7894286,84446951,56302553,28144397,20250111,334.88,351.56,0.00,0.00,1.74,1.51,1.07,0.63,0.43,1.24,NORMAL,0.02,0.13
12/21/2016,26360050,39286280,-12926230,75414666,66388202,9026464,-3899766,334.79,347.45,0.00,-0.01,0.34,0.42,0.64,-0.11,0.18,-0.68,NORMAL,0.02,0.13
12/22/2016,21852478,25090037,-3237558,72761879,56914269,15847610,12610052,332.9,346.02,-0.01,0.00,-0.17,-0.36,-0.75,-0.04,-0.14,0.76,NORMAL,0.02,0.13
12/23/2016,35299525,27731644,7567882,70611516,76927474,-6315958,1251924,332.09,346.87,0.00,0.00,0.62,0.11,-3.34,-0.03,0.35,-1.40,NORMAL,0.02,0.13
12/24/2016,12045477,7946799,4098678,52896285,35585265,17311021,21409699,328.91,343.61,-0.01,-0.01,-0.66,-0.71,-0.46,-0.25,-0.54,-3.74,WEEKEND,0.02,0.13
12/25/2016,13664580,11143392,2521189,29805494,27054155,2751340,5272528,328.91,343.61,0.00,0.00,0.13,0.40,-0.38,-0.44,-0.24,-0.84,WEEKEND,0.02,0.13
12/26/2016,25880439,28982765,-3102325,84759998,61388197,23371802,20269476,328.91,343.61,0.00,0.00,0.89,1.60,-2.23,1.84,1.27,7.49,NORMAL,0.02,0.13
12/27/2016,21228560,32663465,-11434905,97929977,61469883,36460094,25025189,332.88,347.86,0.01,0.01,-0.18,0.13,2.69,0.16,0.00,0.56,NORMAL,0.02,0.13
12/28/2016,25667878,30655424,-4987546,100698312,61004442,39693870,34706324,333.34,348.34,0.00,0.00,0.21,-0.06,-0.56,0.03,-0.01,0.09,NORMAL,0.02,0.13
12/29/2016,27804588,41664682,-13860094,121939937,69154522,52785415,38925322,332.61,347.28,0.00,0.00,0.08,0.36,1.78,0.21,0.13,0.33,NORMAL,0.02,0.13
12/30/2016,32022426,35106614,-3084187,144507095,57804542,86702553,83618366,333.28,348.94,0.00,0.00,0.15,-0.16,-0.78,0.19,-0.16,0.64,NORMAL,0.02,0.13
12/31/2016,10378384,8985254,1393130,75404198,24032690,51371509,52764639,333.29,352.42,0.00,0.01,-0.68,-0.74,-1.45,-0.48,-0.58,-0.41,HOLIDAY,0.02,0.13
1/1/2017,224112,358222,-134110,5849568,4623415,1226153,1092043,333.29,352.42,0.00,0.00,-0.98,-0.96,-1.10,-0.92,-0.81,-0.98,HOLIDAY,0.02,0.12
1/2/2017,357667,457532,-99865,9415798,6780926,2634873,2535008,333.29,352.42,0.00,0.00,0.60,0.28,-0.26,0.61,0.47,1.15,HOLIDAY,0.02,0.12
1/3/2017,7739912,13735602,-5995690,49924546,25890312,24034234,18038544,333.29,352.42,0.00,0.00,20.64,29.02,59.04,4.30,2.82,8.12,HOLIDAY,0.02,0.12
1/4/2017,21239806,24396685,-3156878,88588756,49124853,39463904,36307025,333.29,352.42,0.00,0.00,1.74,0.78,-0.47,0.77,0.90,0.64,NORMAL,0.02,0.12
1/5/2017,23946081,38004962,-14058881,83956605,56658608,27297997,13239116,334.51,348.83,0.00,-0.01,0.13,0.56,3.45,-0.05,0.15,-0.31,NORMAL,0.02,0.12
1/6/2017,21151190,28108485,-6957295,83504285,56622583,26881702,19924407,332.56,349.29,-0.01,0.00,-0.12,-0.26,-0.51,-0.01,0.00,-0.02,NORMAL,0.02,0.12
1/7/2017,9309758,8196883,1112874,52354112,27275767,25078346,26191220,330.67,350.38,-0.01,0.00,-0.56,-0.71,-1.16,-0.37,-0.52,-0.07,HOLIDAY,0.02,0.12
1/8/2017,5749103,5191587,557516,28661957,22124913,6537044,7094560,330.67,350.38,0.00,0.00,-0.38,-0.37,-0.50,-0.45,-0.19,-0.74,WEEKEND,0.02,0.12
1/9/2017,22231449,25692187,-3460739,79521446,59211942,20309504,16848766,330.67,350.38,0.00,0.00,2.87,3.95,-7.21,1.77,1.68,2.11,NORMAL,0.02,0.12
1/10/2017,13115585,36063435,-22947849,84628268,59910461,24717807,1769958,330.54,347.86,0.00,-0.01,-0.41,0.40,5.63,0.06,0.01,0.22,NORMAL,0.02,0.12
1/11/2017,14242696,29349297,-15106602,87669406,53237328,34432078,19325477,332.85,352.59,0.01,0.01,0.09,-0.19,-0.34,0.04,-0.11,0.39,NORMAL,0.02,0.12
1/12/2017,15531449,24773575,-9242126,74553294,47213079,27340215,18098089,333.96,351.76,0.00,0.00,0.09,-0.16,-0.39,-0.15,-0.11,-0.21,NORMAL,0.02,0.12
1/13/2017,18712913,23127753,-4414841,65870861,53441347,12429514,8014673,331.85,352.66,-0.01,0.00,0.20,-0.07,-0.52,-0.12,0.13,-0.55,NORMAL,0.02,0.12
1/14/2017,11099921,10080266,1019655,55212467,31865694,23346773,24366428,332.06,353.44,0.00,0.00,-0.41,-0.56,-1.23,-0.16,-0.40,0.88,WEEKEND,0.02,0.12
1/15/2017,3326985,4676806,-1349822,29072185,24120212,4951973,3602151,332.06,353.44,0.00,0.00,-0.70,-0.54,-2.32,-0.47,-0.24,-0.79,WEEKEND,0.02,0.12
1/16/2017,15867878,21306748,-5438869,73414899,54024578,19390321,13951452,332.06,353.44,0.00,0.00,3.77,3.56,3.03,1.53,1.24,2.92,NORMAL,0.02,0.12
1/17/2017,11095669,26545842,-15450174,70776375,57810957,12965417,-2484757,333.25,352.95,0.00,0.00,-0.30,0.25,1.84,-0.04,0.07,-0.33,NORMAL,0.02,0.12
1/18/2017,26673043,24736599,1936444,62464957,64997261,-2532304,-595861,332.68,355.17,0.00,0.01,1.40,-0.07,-1.13,-0.12,0.12,-1.20,NORMAL,0.02,0.12
1/19/2017,14285303,17602531,-3317228,62957684,52630350,10327334,7010105,330.55,353.09,-0.01,-0.01,-0.46,-0.29,-2.71,0.01,-0.19,-5.08,NORMAL,0.02,0.12
1/20/2017,14055206,27590966,-13535760,65958039,54975644,10982394,-2553365,331.08,353,0.00,0.00,-0.02,0.57,3.08,0.05,0.04,0.06,NORMAL,0.02,0.12
1/21/2017,8665407,7886004,779403,50841327,35420782,15420544,16199948,331.87,353.31,0.00,0.00,-0.38,-0.71,-1.06,-0.23,-0.36,0.40,WEEKEND,0.02,0.12
1/22/2017,5151970,4888523,263447,27657218,24996745,2660472,2923919,331.87,353.31,0.00,0.00,-0.41,-0.38,-0.66,-0.46,-0.29,-0.83,WEEKEND,0.02,0.12
1/23/2017,14360485,21334621,-6974136,67635775,51135877,16499899,9525763,331.87,353.31,0.00,0.00,1.79,3.36,-27.47,1.45,1.05,5.20,NORMAL,0.02,0.12
1/24/2017,20678468,24462817,-3784349,67374699,64050797,3323902,-460447,331.42,355.75,0.00,0.01,0.44,0.15,-0.46,0.00,0.25,-0.80,NORMAL,0.02,0.12
1/25/2017,18378246,22545259,-4167012,63819274,59659693,4159581,-7432,328.49,352.77,-0.01,-0.01,-0.11,-0.08,0.10,-0.05,-0.07,0.25,NORMAL,0.02,0.12
1/26/2017,20778486,22872070,-2093584,60676546,58148265,2528281,434697,327.86,352.35,0.00,0.00,0.13,0.01,-0.50,-0.05,-0.03,-0.39,NORMAL,0.02,0.12
1/27/2017,20336398,28451982,-8115584,64947791,51607071,13340720,5225136,328.28,351.92,0.00,0.00,-0.02,0.24,2.88,0.07,-0.11,4.28,NORMAL,0.02,0.12
1/28/2017,9457130,9012891,444239,47215012,34299582,12915429,13359668,328.73,351.51,0.00,0.00,-0.54,-0.68,-1.05,-0.27,-0.34,-0.03,WEEKEND,0.02,0.12
1/29/2017,4969797,3874934,1094863,26566537,21825308,4741229,5836092,328.73,351.51,0.00,0.00,-0.47,-0.57,1.46,-0.44,-0.36,-0.63,WEEKEND,0.02,0.12
1/30/2017,18827828,18074362,753467,70482319,54962435,15519885,16273352,328.73,351.51,0.00,0.00,2.79,3.66,-0.31,1.65,1.52,2.27,NORMAL,0.02,0.12
1/31/2017,16575094,24201252,-7626158,78150697,54865308,23285389,15659231,326.25,348.92,-0.01,-0.01,-0.12,0.34,-11.12,0.11,0.00,0.50,SALARY,0.02,0.12
2/1/2017,42926944,26502784,16424159,93156908,108798337,-15641429,782730,324.24,347.2,-0.01,0.00,1.59,0.10,-3.15,0.19,0.98,-1.67,SALARY,0.02,0.12
2/2/2017,31099592,20767425,10332167,82260338,69271511,12988827,23320994,324.36,349.82,0.00,0.01,-0.28,-0.22,-0.37,-0.12,-0.36,-1.83,NORMAL,0.02,0.12
2/3/2017,23679134,23066988,612147,77777222,112610198,-34832976,-34220829,325,351.46,0.00,0.00,-0.24,0.11,-0.94,-0.05,0.63,-3.68,NORMAL,0.02,0.12
2/4/2017,12745844,6756840,5989004,55099861,38808617,16291244,22280248,322.92,346.91,-0.01,-0.01,-0.46,-0.71,8.78,-0.29,-0.66,-1.47,WEEKEND,0.02,0.12
2/5/2017,6913387,5077560,1835827,32524156,33395049,-870893,964934,322.92,346.91,0.00,0.00,-0.46,-0.25,-0.69,-0.41,-0.14,-1.05,WEEKEND,0.02,0.12
2/6/2017,22890164,20708199,2181964,76665277,75405112,1260165,3442130,322.92,346.91,0.00,0.00,2.31,3.08,0.19,1.36,1.26,-2.45,NORMAL,0.02,0.12
2/7/2017,24723292,24970120,-246828,75410770,78236880,-2826110,-3072938,321.8,345.39,0.00,0.00,0.08,0.21,-1.11,-0.02,0.04,-3.24,NORMAL,0.02,0.12
2/8/2017,29655637,18323214,11332423,73924163,77193923,-3269760,8062663,323.05,344.34,0.00,0.00,0.20,-0.27,-46.91,-0.02,-0.01,0.16,NORMAL,0.02,0.12
2/9/2017,20312509,23076348,-2763839,79912700,71138969,8773731,6009892,324.62,345.56,0.00,0.00,-0.32,0.26,-1.24,0.08,-0.08,-3.68,NORMAL,0.02,0.12
2/10/2017,15998104,17644700,-1646597,73978636,59705945,14272690,12626094,323.96,346.57,0.00,0.00,-0.21,-0.24,-0.40,-0.07,-0.16,0.63,NORMAL,0.02,0.12
2/11/2017,16184019,9747001,6437018,60317703,41275478,19042225,25479243,323.3,344.02,0.00,-0.01,0.01,-0.45,-4.91,-0.18,-0.31,0.33,WEEKEND,0.02,0.12
2/12/2017,12120489,4634755,7485734,33425090,34509088,-1083999,6401736,323.3,344.02,0.00,0.00,-0.25,-0.52,0.16,-0.45,-0.16,-1.06,WEEKEND,0.02,0.12
2/13/2017,18335469,19253833,-918363,69573539,69789852,-216313,-1134677,323.3,344.02,0.00,0.00,0.51,3.15,-1.12,1.08,1.02,-0.80,NORMAL,0.02,0.12
2/14/2017,12047890,30882949,-18835059,68566906,68321569,245337,-18589722,321.95,342.43,0.00,0.00,-0.34,0.60,19.51,-0.01,-0.02,-2.13,NORMAL,0.02,0.12
2/15/2017,20304973,22331948,-2026975,75178382,64620978,10557403,8530429,322.49,342.19,0.00,0.00,0.69,-0.28,-0.89,0.10,-0.05,42.03,NORMAL,0.02,0.12
2/16/2017,16588257,23015009,-6426752,81771572,62521863,19249709,12822957,320.7,338.37,-0.01,-0.01,-0.18,0.03,2.17,0.09,-0.03,0.82,NORMAL,0.02,0.12
2/17/2017,18089768,28667341,-10577573,77031450,65022271,12009179,1431606,319.42,339.8,0.00,0.00,0.09,0.25,0.65,-0.06,0.04,-0.38,NORMAL,0.02,0.12
2/18/2017,8125340,12474484,-4349143,56211169,39210849,17000320,12651177,318.61,339.1,0.00,0.00,-0.55,-0.56,-0.59,-0.27,-0.40,0.42,WEEKEND,0.02,0.12
2/19/2017,3540197,6901228,-3361031,29259063,26734325,2524738,-836293,318.61,339.1,0.00,0.00,-0.56,-0.45,-0.23,-0.48,-0.32,-0.85,WEEKEND,0.02,0.12
2/20/2017,17712648,24130857,-6418209,72922806,64466261,8456545,2038335,318.61,339.1,0.00,0.00,4.00,2.50,0.91,1.49,1.41,2.35,NORMAL,0.02,0.12
2/21/2017,12020060,34426012,-22405951,74940725,69924112,5016614,-17389338,319.19,339.01,0.00,0.00,-0.32,0.43,2.49,0.03,0.08,-0.41,NORMAL,0.02,0.12
2/22/2017,19781645,50869010,-31087365,100201823,68703839,31497984,410619,317.26,334.36,-0.01,-0.01,0.65,0.48,0.39,0.34,-0.02,5.28,NORMAL,0.02,0.12
2/23/2017,14359920,38362347,-24002427,80949813,59806885,21142928,-2859499,314.09,330.05,-0.01,-0.01,-0.27,-0.25,-0.23,-0.19,-0.13,-0.33,NORMAL,0.02,0.12
2/24/2017,13922461,35405255,-21482795,84493035,64829425,19663609,-1819185,312.65,329.6,0.00,0.00,-0.03,-0.08,-0.11,0.04,0.08,-0.07,NORMAL,0.02,0.12
2/25/2017,11210177,15333038,-4122860,61042387,45201826,15840561,11717701,311.49,329.84,0.00,0.00,-0.19,-0.57,-0.81,-0.28,-0.30,-0.19,WEEKEND,0.02,0.12
2/26/2017,4627208,6861172,-2233964,30064104,28079908,1984196,-249767,311.49,329.84,0.00,0.00,-0.59,-0.55,-0.46,-0.51,-0.38,-0.87,WEEKEND,0.02,0.12
2/27/2017,17530511,22452510,-4921999,80517064,70141266,10375799,5453800,311.49,329.84,0.00,0.00,2.79,2.27,1.20,1.68,1.50,4.23,NORMAL,0.02,0.12
2/28/2017,17548065,14998801,2549264,75650185,69912115,5738071,8287334,312.47,330.69,0.00,0.00,0.00,-0.33,-1.52,-0.06,0.00,-0.45,SALARY,0.02,0.12
3/1/2017,32164030,20164175,11999855,86094764,103512622,-17417858,-5418004,312.76,331.09,0.00,0.00,0.83,0.34,3.71,0.14,0.48,-4.04,SALARY,0.02,0.12
3/2/2017,43926339,15435771,28490569,74925669,113206985,-38281316,-9790748,313.79,330.67,0.00,0.00,0.37,-0.23,1.37,-0.13,0.09,1.20,NORMAL,0.02,0.12
3/3/2017,33921224,18843104,15078120,78132409,91597453,-13465044,1613076,315,331.57,0.00,0.00,-0.23,0.22,-0.47,0.04,-0.19,-0.65,NORMAL,0.02,0.12
3/4/2017,15621806,10925732,4696074,57785078,50158180,7626897,12322972,317.46,333.87,0.01,0.01,-0.54,-0.42,-0.69,-0.26,-0.45,-1.57,WEEKEND,0.02,0.12
3/5/2017,8443502,5101763,3341740,34203513,32990729,1212784,4554524,317.46,333.87,0.00,0.00,-0.46,-0.53,-0.29,-0.41,-0.34,-0.84,WEEKEND,0.02,0.12
3/6/2017,17839995,18473138,-633143,84320489,75746659,8573829,7940687,317.46,333.87,0.00,0.00,1.11,2.62,-1.19,1.47,1.30,6.07,NORMAL,0.02,0.12
3/7/2017,17262048,20861349,-3599301,81939214,63612397,18326817,14727516,316.26,335.27,0.00,0.00,-0.03,0.13,4.68,-0.03,-0.16,1.14,NORMAL,0.02,0.12
3/8/2017,5261192,2887739,2373453,30685064,21228015,9457049,11830502,315.16,332.81,0.00,-0.01,-0.70,-0.86,-1.66,-0.63,-0.67,-0.48,HOLIDAY,0.02,0.12
3/9/2017,23842954,12904134,10938820,74431398,75787647,-1356249,9582571,315.16,332.81,0.00,0.00,3.53,3.47,3.61,1.43,2.57,-1.14,NORMAL,0.02,0.12
