DATE, INBOUND_FOR , OUTBOUND_FOR , NET_FOR , INBOUND_KZT , OUTBOUND_KZT , NET_KZT , NET_TOTAL ,USD,EUR,DELTA_NET_USD,DELTA_NET_EUR,DELTA_IN_FOR,DELTA_OUT_FOR,DELTA_NET_FOR,DELTA_IN_KZT,DELTA_OUT_KZT,DELTA_NET_KZT,CALENDAR,RATE_FOR,RATE_KZT
8/3/2017,80764407,32761530,48002877,90742323,160640712,-69898389,-21895512,335.21,396.79,0.02,0.02,-0.42,0.55,-0.59,0.02,-0.32,-0.53,NORMAL,0.02,0.12
8/4/2017,49471495,33133920,16337576,97463174,119007673,-21544499,-5206923,335.71,397.61,0.00,0.00,-0.39,0.01,-0.66,0.07,-0.26,-0.69,NORMAL,0.02,0.12
8/5/2017,24899404,7302391,17597013,56390802,59525418,-3134616,14462397,333.36,396,-0.01,0.00,-0.50,-0.78,0.08,-0.42,-0.50,-0.85,WEEKEND,0.02,0.12
8/6/2017,10279019,3327025,6951994,33800783,38467778,-4666996,2284998,333.36,396,0.00,0.00,-0.59,-0.54,-0.60,-0.40,-0.35,0.49,WEEKEND,0.02,0.12
8/7/2017,35068753,21745174,13323579,78352137,93443900,-15091762,-1768184,333.36,396,0.00,0.00,2.41,5.54,0.92,1.32,1.43,2.23,NORMAL,0.02,0.12
8/8/2017,25356525,22258701,3097824,79746890,95436741,-15689851,-12592026,331.67,391.34,-0.01,-0.01,-0.28,0.02,-0.77,0.02,0.02,0.04,NORMAL,0.02,0.12
8/9/2017,24924573,17815924,7108650,79212462,85038961,-5826499,1282151,332.19,392.25,0.00,0.00,-0.02,-0.20,1.29,-0.01,-0.11,-0.63,NORMAL,0.02,0.12
8/10/2017,26254648,19777104,6477544,81681659,86802933,-5121274,1356270,332.39,390.53,0.00,0.00,0.05,0.11,-0.09,0.03,0.02,-0.12,NORMAL,0.02,0.12
8/11/2017,29503914,19300395,10203519,78331793,89849360,-11517567,-1314048,332.69,389.58,0.00,0.00,0.12,-0.02,0.58,-0.04,0.04,1.25,NORMAL,0.02,0.12
8/12/2017,15182706,7480092,7702615,59239299,49201598,10037701,17740316,333.17,391.67,0.00,0.01,-0.49,-0.61,-0.25,-0.24,-0.45,-1.87,WEEKEND,0.02,0.12
8/13/2017,7044910,4480919,2563991,31599677,34090200,-2490523,73468,333.17,391.67,0.00,0.00,-0.54,-0.40,-0.67,-0.47,-0.31,-1.25,WEEKEND,0.02,0.12
8/14/2017,22054276,16582649,5471627,78415847,84368325,-5952478,-480851,333.17,391.67,0.00,0.00,2.13,2.70,1.13,1.48,1.47,1.39,NORMAL,0.02,0.12
8/15/2017,26944847,19666778,7278069,76484078,95724234,-19240156,-11962087,332.42,392.12,0.00,0.00,0.22,0.19,0.33,-0.02,0.13,2.23,NORMAL,0.02,0.12
8/16/2017,25393323,18178809,7214514,78771772,82124055,-3352283,3862231,332.91,391.17,0.00,0.00,-0.06,-0.08,-0.01,0.03,-0.14,-0.83,NORMAL,0.02,0.12
8/17/2017,20674881,16179899,4494982,65221227,80937708,-15716481,-11221499,332.7,389.99,0.00,0.00,-0.19,-0.11,-0.38,-0.17,-0.01,3.69,NORMAL,0.02,0.12
8/18/2017,22856254,23935601,-1079347,72417772,79290386,-6872614,-7951961,332.68,389.4,0.00,0.00,0.11,0.48,-1.24,0.11,-0.02,-0.56,NORMAL,0.02,0.12
8/19/2017,15548904,8632605,6916299,49785361,49165688,619673,7535971,332.8,390.57,0.00,0.00,-0.32,-0.64,-7.41,-0.31,-0.38,-1.09,WEEKEND,0.02,0.12
8/20/2017,7661980,4367026,3294954,31560907,37370453,-5809546,-2514592,332.8,390.57,0.00,0.00,-0.51,-0.49,-0.52,-0.37,-0.24,-10.38,WEEKEND,0.02,0.12
8/21/2017,25834785,19483714,6351071,72104357,85749965,-13645608,-7294537,332.8,390.57,0.00,0.00,2.37,3.46,0.93,1.28,1.29,1.35,NORMAL,0.02,0.12
8/22/2017,24085463,25120289,-1034826,71442942,90168945,-18726003,-19760829,332.58,390.38,0.00,0.00,-0.07,0.29,-1.16,-0.01,0.05,0.37,NORMAL,0.02,0.12
8/23/2017,22954737,19695877,3258860,72618631,85411493,-12792862,-9534002,333.08,391.5,0.00,0.00,-0.05,-0.22,-4.15,0.02,-0.05,-0.32,NORMAL,0.02,0.12
8/24/2017,25576353,20016307,5560046,61127160,87110728,-25983568,-20423522,333.32,392.58,0.00,0.00,0.11,0.02,0.71,-0.16,0.02,1.03,NORMAL,0.02,0.12
8/25/2017,19258992,21112318,-1853326,79475612,85163268,-5687655,-7540981,331.22,390.48,-0.01,-0.01,-0.25,0.05,-1.33,0.30,-0.02,-0.78,NORMAL,0.02,0.12
8/26/2017,12524307,9171168,3353139,48081662,46934521,1147141,4500280,332.85,392.86,0.00,0.01,-0.35,-0.57,-2.81,-0.40,-0.45,-1.20,WEEKEND,0.02,0.12
8/27/2017,6445183,5905165,540018,29185613,31344850,-2159237,-1619219,332.85,392.86,0.00,0.00,-0.49,-0.36,-0.84,-0.39,-0.33,-2.88,WEEKEND,0.02,0.12
8/28/2017,21880065,20833997,1046067,77806301,75687715,2118585,3164653,332.85,392.86,0.00,0.00,2.39,2.53,0.94,1.67,1.41,-1.98,NORMAL,0.02,0.12
8/29/2017,26333982,29602992,-3269009,84676591,89448005,-4771414,-8040424,333.44,397.89,0.00,0.01,0.20,0.42,-4.13,0.09,0.18,-3.25,NORMAL,0.02,0.12
8/30/2017,16688474,8852316,7836159,42854270,51391223,-8536953,-700794,334.7,402.91,0.00,0.01,-0.37,-0.70,-3.40,-0.49,-0.43,0.79,HOLIDAY,0.02,0.12
8/31/2017,55002736,24957190,30045546,95983926,119654089,-23670162,6375384,334.7,402.91,0.00,0.00,2.30,1.82,2.83,1.24,1.33,1.77,SALARY,0.02,0.12
9/1/2017,23820241,11947177,11873064,47301217,63538977,-16237760,-4364696,337.04,400.2,0.01,-0.01,-0.57,-0.52,-0.60,-0.51,-0.47,-0.31,HOLIDAY,0.02,0.12
9/2/2017,21126307,13839447,7286860,50900932,59109410,-8208478,-921619,337.04,400.2,0.00,0.00,-0.11,0.16,-0.39,0.08,-0.07,-0.49,WEEKEND,0.02,0.12
9/3/2017,10791397,6408467,4382929,30370454,38868698,-8498244,-4115315,337.04,400.2,0.00,0.00,-0.49,-0.54,-0.40,-0.40,-0.34,0.04,WEEKEND,0.02,0.12
9/4/2017,45426348,27882055,17544293,89554684,128411401,-38856716,-21312423,337.04,400.2,0.00,0.00,3.21,3.35,3.00,1.95,2.30,3.57,NORMAL,0.02,0.12
9/5/2017,69806112,34627545,35178567,96279393,158434574,-62155181,-26976614,338.22,402.89,0.00,0.01,0.54,0.24,1.01,0.08,0.23,0.60,NORMAL,0.02,0.12
9/6/2017,70238676,31565869,38672807,97597239,133109652,-35512413,3160394,340.58,404.68,0.01,0.00,0.01,-0.09,0.10,0.01,-0.16,-0.43,NORMAL,0.02,0.12
9/7/2017,48335770,32246944,16088827,93143601,108418363,-15274762,814065,341.22,407.31,0.00,0.01,-0.31,0.02,-0.58,-0.05,-0.19,-0.57,NORMAL,0.02,0.12
9/8/2017,54192752,27324488,26868264,88717959,109550596,-20832637,6035628,336.66,403.18,-0.01,-0.01,0.12,-0.15,0.67,-0.05,0.01,0.36,NORMAL,0.02,0.12
9/9/2017,23825119,8816296,15008823,68445919,55373803,13072116,28080939,334.29,403.12,-0.01,0.00,-0.56,-0.68,-0.44,-0.23,-0.49,-1.63,WEEKEND,0.02,0.12
9/10/2017,11522995,5030064,6492930,35940487,36591587,-651100,5841830,334.29,403.12,0.00,0.00,-0.52,-0.43,-0.57,-0.47,-0.34,-1.05,WEEKEND,0.02,0.12
9/11/2017,31875259,17933777,13941482,85559111,91632467,-6073356,7868127,334.29,403.12,0.00,0.00,1.77,2.57,1.15,1.38,1.50,8.33,NORMAL,0.02,0.12
9/12/2017,34871530,24992939,9878591,80807825,93323262,-12515437,-2636846,336.49,404.43,0.01,0.00,0.09,0.39,-0.29,-0.06,0.02,1.06,NORMAL,0.02,0.12
9/13/2017,29871845,22190376,7681469,73625444,81110115,-7484671,196798,338.67,405.02,0.01,0.00,-0.14,-0.11,-0.22,-0.09,-0.13,-0.40,NORMAL,0.02,0.12
9/14/2017,24431674,20382250,4049424,82879596,73890902,8988694,13038118,340,407.05,0.00,0.01,-0.18,-0.08,-0.47,0.13,-0.09,-2.20,NORMAL,0.02,0.12
9/15/2017,19890000,24960222,-5070222,81178367,76201804,4976563,-93659,338.08,402.08,-0.01,-0.01,-0.19,0.22,-2.25,-0.02,0.03,-0.45,NORMAL,0.02,0.12
9/16/2017,14967391,11102761,3864630,58317483,48189318,10128164,13992794,338.9,404.61,0.00,0.01,-0.25,-0.56,-1.76,-0.28,-0.37,1.04,WEEKEND,0.02,0.12
9/17/2017,5223065,6945405,-1722341,31873429,31927552,-54123,-1776464,338.9,404.61,0.00,0.00,-0.65,-0.37,-1.45,-0.45,-0.34,-1.01,WEEKEND,0.02,0.12
9/18/2017,20053338,24421626,-4368288,75903324,74755645,1147679,-3220609,338.9,404.61,0.00,0.00,2.84,2.52,1.54,1.38,1.34,-22.21,NORMAL,0.02,0.12
9/19/2017,26683057,26707774,-24717,84396222,79942742,4453480,4428763,340.02,406.26,0.00,0.00,0.33,0.09,-0.99,0.11,0.07,2.88,NORMAL,0.02,0.12
9/20/2017,19097238,23468443,-4371204,87234357,77085656,10148702,5777497,340.95,408.73,0.00,0.01,-0.28,-0.12,175.85,0.03,-0.04,1.28,NORMAL,0.02,0.12
9/21/2017,25254591,20844813,4409778,65115425,80325708,-15210283,-10800505,341.61,410.27,0.00,0.00,0.32,-0.11,-2.01,-0.25,0.04,-2.50,NORMAL,0.02,0.12
9/22/2017,22044760,24210930,-2166170,78387395,75966865,2420530,254359,340.35,405.46,0.00,-0.01,-0.13,0.16,-1.49,0.20,-0.05,-1.16,NORMAL,0.02,0.12
9/23/2017,13619673,9196394,4423279,50347289,45689930,4657359,9080639,340.11,407.93,0.00,0.01,-0.38,-0.62,-3.04,-0.36,-0.40,0.92,WEEKEND,0.02,0.12
9/24/2017,5540169,6035859,-495690,27986004,30941137,-2955134,-3450824,340.11,407.93,0.00,0.00,-0.59,-0.34,-1.11,-0.44,-0.32,-1.63,WEEKEND,0.02,0.12
9/25/2017,20581110,30712016,-10130906,74335010,74375779,-40768,-10171675,340.11,407.93,0.00,0.00,2.71,4.09,19.44,1.66,1.40,-0.99,NORMAL,0.02,0.12
9/26/2017,25620649,27399662,-1779013,78792947,76936882,1856066,77052,341.27,405.6,0.00,-0.01,0.24,-0.11,-0.82,0.06,0.03,-46.53,NORMAL,0.02,0.12
9/27/2017,18600537,24240775,-5640239,74800604,68630046,6170558,530319,339.68,401.13,0.00,-0.01,-0.27,-0.12,2.17,-0.05,-0.11,2.32,NORMAL,0.02,0.12
9/28/2017,15414331,22714743,-7300411,73039104,65236436,7802667,502256,339.91,399.26,0.00,0.00,-0.17,-0.06,0.29,-0.02,-0.05,0.26,NORMAL,0.02,0.12
9/29/2017,17423059,27126037,-9702979,79008350,69362440,9645910,-57068,340.43,400.52,0.00,0.00,0.13,0.19,0.33,0.08,0.06,0.24,NORMAL,0.02,0.12
9/30/2017,11270083,8182170,3087913,55344948,41611022,13733926,16821840,341.19,402.64,0.00,0.01,-0.35,-0.70,-1.32,-0.30,-0.40,0.42,SALARY,0.02,0.12
10/1/2017,7295699,8806303,-1510604,40578215,47098841,-6520626,-8031231,341.19,402.64,0.00,0.00,-0.35,0.08,-1.49,-0.27,0.13,-1.47,SALARY,0.02,0.12
10/2/2017,20336227,35447493,-15111267,94816850,107739238,-12922388,-28033654,341.19,402.64,0.00,0.00,1.79,3.03,9.00,1.34,1.29,0.98,NORMAL,0.02,0.12
10/3/2017,23467678,29801503,-6333825,86665427,105312466,-18647039,-24980864,341.24,400.27,0.00,-0.01,0.15,-0.16,-0.58,-0.09,-0.02,0.44,NORMAL,0.02,0.12
10/4/2017,30556035,22116650,8439385,86541633,87326786,-785153,7654232,342.36,401.79,0.00,0.00,0.30,-0.26,-2.33,0.00,-0.17,-0.96,NORMAL,0.02,0.12
10/5/2017,34790830,25690739,9100091,83785101,92927240,-9142138,-42048,343.61,404.26,0.00,0.01,0.14,0.16,0.08,-0.03,0.06,10.64,NORMAL,0.02,0.12
10/6/2017,32520154,30806049,1714104,91349899,92228700,-878801,835303,345,405.75,0.00,0.00,-0.07,0.20,-0.81,0.09,-0.01,-0.90,NORMAL,0.02,0.12
10/7/2017,15895867,8746190,7149676,63126011,50302566,12823446,19973122,343.66,402.22,0.00,-0.01,-0.51,-0.72,3.17,-0.31,-0.45,-15.59,WEEKEND,0.02,0.12
10/8/2017,9168583,5302663,3865919,39145780,35764784,3380997,7246916,343.66,402.22,0.00,0.00,-0.42,-0.39,-0.46,-0.38,-0.29,-0.74,WEEKEND,0.02,0.12
10/9/2017,28719431,19448720,9270711,89721442,88431573,1289869,10560580,343.66,402.22,0.00,0.00,2.13,2.67,1.40,1.29,1.47,-0.62,NORMAL,0.02,0.12
10/10/2017,36194346,29497390,6696956,87923505,97727935,-9804430,-3107474,341.97,401.58,0.00,0.00,0.26,0.52,-0.28,-0.02,0.11,-8.60,NORMAL,0.02,0.12
10/11/2017,38075005,26184286,11890719,88464061,88385660,78401,11969120,337.48,398.13,-0.01,-0.01,0.05,-0.11,0.78,0.01,-0.10,-1.01,NORMAL,0.02,0.12
10/12/2017,27317712,28194633,-876922,77661881,77849169,-187288,-1064210,335.54,396.14,-0.01,-0.01,-0.28,0.08,-1.07,-0.12,-0.12,-3.39,NORMAL,0.02,0.12
10/13/2017,28705792,24802359,3903433,75589412,80102454,-4513042,-609609,334.25,396.15,0.00,0.00,0.05,-0.12,-5.45,-0.03,0.03,23.10,NORMAL,0.02,0.12
10/14/2017,15101101,8288057,6813045,63271940,47521283,15750657,22563702,334.21,395.27,0.00,0.00,-0.47,-0.67,0.75,-0.16,-0.41,-4.49,WEEKEND,0.02,0.12
10/15/2017,7175139,5213418,1961721,36280864,33018300,3262565,5224286,334.21,395.27,0.00,0.00,-0.52,-0.37,-0.71,-0.43,-0.31,-0.79,WEEKEND,0.02,0.12
10/16/2017,20701547,30445583,-9744036,100146465,76350540,23795925,14051890,334.21,395.27,0.00,0.00,1.89,4.84,-5.97,1.76,1.31,6.29,NORMAL,0.02,0.12
10/17/2017,26607022,30021744,-3414723,79258381,86955275,-7696894,-11111616,333.03,392.61,0.00,-0.01,0.29,-0.01,-0.65,-0.21,0.14,-1.32,NORMAL,0.02,0.12
10/18/2017,17601796,18782250,-1180453,75300830,74933264,367566,-812887,333.53,392.1,0.00,0.00,-0.34,-0.37,-0.65,-0.05,-0.14,-1.05,NORMAL,0.02,0.12
10/19/2017,20326641,24060469,-3733827,70538671,68628859,1909813,-1824015,333.57,391.81,0.00,0.00,0.15,0.28,2.16,-0.06,-0.08,4.20,NORMAL,0.02,0.12
10/20/2017,23271558,28853012,-5581454,77105257,80479868,-3374611,-8956065,334.11,394.65,0.00,0.01,0.14,0.20,0.49,0.09,0.17,-2.77,NORMAL,0.02,0.12
10/21/2017,15290155,10067774,5222381,50214586,41929399,8285187,13507568,335.24,395.82,0.00,0.00,-0.34,-0.65,-1.94,-0.35,-0.48,-3.46,WEEKEND,0.02,0.12
10/22/2017,5304512,4987872,316640,32158451,32453722,-295271,21369,335.24,395.82,0.00,0.00,-0.65,-0.50,-0.94,-0.36,-0.23,-1.04,WEEKEND,0.02,0.12
10/23/2017,18241615,22315233,-4073618,75718964,76539047,-820083,-4893701,335.24,395.82,0.00,0.00,2.44,3.47,-13.87,1.35,1.36,1.78,NORMAL,0.02,0.12
10/24/2017,17697545,28398213,-10700668,74281619,73328982,952637,-9748031,336.05,394.49,0.00,0.00,-0.03,0.27,1.63,-0.02,-0.04,-2.16,NORMAL,0.02,0.12
10/25/2017,22960188,23117875,-157687,70839818,74530144,-3690326,-3848013,334.94,393.96,0.00,0.00,0.30,-0.19,-0.99,-0.05,0.02,-4.87,NORMAL,0.02,0.12
10/26/2017,14823945,20564239,-5740294,66284810,73035634,-6750824,-12491118,332.94,391.8,-0.01,-0.01,-0.35,-0.11,35.40,-0.06,-0.02,0.83,NORMAL,0.02,0.12
10/27/2017,13137236,26317407,-13180171,71941788,68664844,3276944,-9903227,333.87,394.23,0.00,0.01,-0.11,0.28,1.30,0.09,-0.06,-1.49,NORMAL,0.02,0.12
10/28/2017,8613452,13250400,-4636948,56806264,40382265,16423999,11787051,334.4,389.04,0.00,-0.01,-0.34,-0.50,-0.65,-0.21,-0.41,4.01,WEEKEND,0.02,0.12
10/29/2017,5687727,6502709,-814982,33854786,30098040,3756746,2941765,334.4,389.04,0.00,0.00,-0.34,-0.51,-0.82,-0.40,-0.25,-0.77,WEEKEND,0.02,0.12
10/30/2017,15784322,23393486,-7609164,72431378,61331875,11099503,3490339,334.4,389.04,0.00,0.00,1.78,2.60,8.34,1.14,1.04,1.95,NORMAL,0.02,0.12
10/31/2017,15815909,25137129,-9321220,80951444,62475750,18475694,9154474,334,388.81,0.00,0.00,0.00,0.07,0.23,0.12,0.02,0.66,SALARY,0.02,0.12
11/1/2017,23040308,30513440,-7473132,98325230,86231999,12093232,4620100,334.71,389.27,0.00,0.00,0.46,0.21,-0.20,0.21,0.38,-0.35,SALARY,0.02,0.12
11/2/2017,17366796,29778613,-12411817,89805205,86759105,3046100,-9365716,335.14,389.9,0.00,0.00,-0.25,-0.02,0.66,-0.09,0.01,-0.75,NORMAL,0.02,0.12
11/3/2017,17326149,30407622,-13081473,85379143,76154777,9224365,-3857108,335.15,390.15,0.00,0.00,0.00,0.02,0.05,-0.05,-0.12,2.03,NORMAL,0.02,0.12
11/4/2017,11694504,11634278,60226,60559279,44317224,16242055,16302281,334.1,389.06,0.00,0.00,-0.33,-0.62,-1.00,-0.29,-0.42,0.76,WEEKEND,0.02,0.12
11/5/2017,6258859,6002315,256544,36322886,30621628,5701258,5957802,334.1,389.06,0.00,0.00,-0.46,-0.48,3.26,-0.40,-0.31,-0.65,WEEKEND,0.02,0.12
11/6/2017,18461604,29822648,-11361044,93398904,74830252,18568652,7207608,334.1,389.06,0.00,0.00,1.95,3.97,-45.29,1.57,1.44,2.26,NORMAL,0.02,0.12
11/7/2017,19419367,36138752,-16719384,91692043,77672470,14019573,-2699812,334.52,388.14,0.00,0.00,0.05,0.21,0.47,-0.02,0.04,-0.25,NORMAL,0.02,0.12
11/8/2017,14120138,35318274,-21198137,88838138,62818925,26019213,4821077,332.9,385,0.00,-0.01,-0.27,-0.02,0.27,-0.03,-0.19,0.86,NORMAL,0.02,0.12
11/9/2017,16025261,23405797,-7380535,79799035,69484508,10314527,2933991,333.76,386.93,0.00,0.01,0.13,-0.34,-0.65,-0.10,0.11,-0.60,NORMAL,0.02,0.12
11/10/2017,16286197,31461371,-15175174,90215369,73991383,16223987,1048812,332.99,386.27,0.00,0.00,0.02,0.34,1.06,0.13,0.06,0.57,NORMAL,0.02,0.12
11/11/2017,9373426,12258930,-2885504,63760521,43415147,20345374,17459870,332.57,387.71,0.00,0.00,-0.42,-0.61,-0.81,-0.29,-0.41,0.25,WEEKEND,0.02,0.12
11/12/2017,5452144,6807966,-1355822,40080289,31383455,8696834,7341012,332.57,387.71,0.00,0.00,-0.42,-0.44,-0.53,-0.37,-0.28,-0.57,WEEKEND,0.02,0.12
11/13/2017,16094583,25100340,-9005757,86709735,71038688,15671048,6665291,332.57,387.71,0.00,0.00,1.95,2.69,5.64,1.16,1.26,0.80,NORMAL,0.02,0.12
11/14/2017,16414107,26042476,-9628369,84030023,76781927,7248096,-2380273,332.74,387.38,0.00,0.00,0.02,0.04,0.07,-0.03,0.08,-0.54,NORMAL,0.02,0.12
11/15/2017,18947640,20990797,-2043157,84332843,72599447,11733396,9690239,332.86,389.88,0.00,0.01,0.15,-0.19,-0.79,0.00,-0.05,0.62,NORMAL,0.02,0.12
11/16/2017,23729559,23850475,-120916,82147193,76011914,6135279,6014363,332.72,393.84,0.00,0.01,0.25,0.14,-0.94,-0.03,0.05,-0.48,NORMAL,0.02,0.12
11/17/2017,21197990,26875837,-5677847,78030308,74230620,3799688,-1878159,332.38,391.28,0.00,-0.01,-0.11,0.13,45.96,-0.05,-0.02,-0.38,NORMAL,0.02,0.12
11/18/2017,8715733,10324954,-1609221,55121407,43658368,11463039,9853818,332.21,391.74,0.00,0.00,-0.59,-0.62,-0.72,-0.29,-0.41,2.02,WEEKEND,0.02,0.12
11/19/2017,5222414,6137209,-914795,34235995,31728682,2507313,1592517,332.21,391.74,0.00,0.00,-0.40,-0.41,-0.43,-0.38,-0.27,-0.78,WEEKEND,0.02,0.12
11/20/2017,20310665,19268308,1042357,76500773,77961717,-1460944,-418586,332.21,391.74,0.00,0.00,2.89,2.14,-2.14,1.23,1.46,-1.58,NORMAL,0.02,0.12
11/21/2017,17346247,32965516,-15619269,81227871,76347177,4880694,-10738574,331,390.32,0.00,0.00,-0.15,0.71,-15.98,0.06,-0.02,-4.34,NORMAL,0.02,0.12
11/22/2017,13557110,20325044,-6767934,79589457,63499386,16090071,9322137,330.29,387.27,0.00,-0.01,-0.22,-0.38,-0.57,-0.02,-0.17,2.30,NORMAL,0.02,0.12
11/23/2017,14169689,18488796,-4319107,76181429,65853722,10327707,6008601,330.22,388.07,0.00,0.00,0.05,-0.09,-0.36,-0.04,0.04,-0.36,NORMAL,0.02,0.12
11/24/2017,13615517,20735754,-7120237,79395912,71377992,8017920,897683,330,390.72,0.00,0.01,-0.04,0.12,0.65,0.04,0.08,-0.22,NORMAL,0.02,0.12
11/25/2017,9845644,8943324,902320,57087303,46575400,10511902,11414223,330.39,392.04,0.00,0.00,-0.28,-0.57,-1.13,-0.28,-0.35,0.31,WEEKEND,0.02,0.12
11/26/2017,4828284,6096336,-1268051,31700711,31790733,-90023,-1358074,330.39,392.04,0.00,0.00,-0.51,-0.32,-2.41,-0.44,-0.32,-1.01,WEEKEND,0.02,0.12
11/27/2017,14533108,18792284,-4259176,76651103,67501316,9149788,4890612,330.39,392.04,0.00,0.00,2.01,2.08,2.36,1.42,1.12,-102.64,NORMAL,0.02,0.12
11/28/2017,15924741,25505293,-9580552,73601891,65224097,8377794,-1202758,330.65,394.5,0.00,0.01,0.10,0.36,1.25,-0.04,-0.03,-0.08,NORMAL,0.02,0.12
11/29/2017,14474159,24245267,-9771108,78005967,66057279,11948688,2177579,331.5,394.15,0.00,0.00,-0.09,-0.05,0.02,0.06,0.01,0.43,NORMAL,0.02,0.12
11/30/2017,13836929,19712805,-5875876,104837427,69909006,34928421,29052545,331.61,393.42,0.00,0.00,-0.04,-0.19,-0.40,0.34,0.06,1.92,SALARY,0.02,0.12
12/1/2017,7690724,11241956,-3551232,57767990,49187607,8580383,5029152,331.22,391.4,0.00,-0.01,-0.44,-0.43,-0.40,-0.45,-0.30,-0.75,HOLIDAY,0.02,0.12
12/2/2017,6859386,10061183,-3201798,46914721,45924332,990390,-2211408,331.22,391.4,0.00,0.00,-0.11,-0.11,-0.10,-0.19,-0.07,-0.88,WEEKEND,0.02,0.12
12/3/2017,4628366,5151981,-523615,30366443,33024184,-2657741,-3181356,331.22,391.4,0.00,0.00,-0.33,-0.49,-0.84,-0.35,-0.28,-3.68,WEEKEND,0.02,0.12
12/4/2017,19335462,24748719,-5413258,93798681,83302995,10495686,5082428,331.22,391.4,0.00,0.00,3.18,3.80,9.34,2.09,1.52,-4.95,NORMAL,0.02,0.12
12/5/2017,15505273,27695713,-12190439,95424237,82524390,12899847,709408,332.75,394.51,0.00,0.01,-0.20,0.12,1.25,0.02,-0.01,0.23,NORMAL,0.02,0.12
12/6/2017,17342146,21217613,-3875467,96099609,67061671,29037938,25162471,332.99,394.69,0.00,0.00,0.12,-0.23,-0.68,0.01,-0.19,1.25,NORMAL,0.02,0.12
12/7/2017,19037433,23975712,-4938279,89363243,70667417,18695826,13757547,333.43,394.21,0.00,0.00,0.10,0.13,0.27,-0.07,0.05,-0.36,NORMAL,0.02,0.12
12/8/2017,19727781,24591834,-4864053,96065059,74535626,21529433,16665380,334.85,394.79,0.00,0.00,0.04,0.03,-0.02,0.08,0.05,0.15,NORMAL,0.02,0.12
12/9/2017,9768702,9021533,747169,69637428,42747275,26890153,27637322,334.32,392.29,0.00,-0.01,-0.50,-0.63,-1.15,-0.28,-0.43,0.25,WEEKEND,0.02,0.12
12/10/2017,4205409,6232235,-2026826,43554084,32012997,11541086,9514261,334.32,392.29,0.00,0.00,-0.57,-0.31,-3.71,-0.37,-0.25,-0.57,WEEKEND,0.02,0.12
12/11/2017,13671258,17102739,-3431480,86536711,70047252,16489459,13057979,334.32,392.29,0.00,0.00,2.25,1.74,0.69,0.99,1.19,0.43,NORMAL,0.02,0.12
12/12/2017,14586899,28337680,-13750781,95939115,72295349,23643766,9892985,335.05,395.12,0.00,0.01,0.07,0.66,3.01,0.11,0.03,0.43,NORMAL,0.02,0.12
12/13/2017,15838292,20814436,-4976144,128111806,102078336,26033470,21057326,334.85,394.29,0.00,0.00,0.09,-0.27,-0.64,0.34,0.41,0.10,NORMAL,0.02,0.12
12/14/2017,13599478,20045820,-6446342,92291509,70605537,21685971,15239629,335.38,394.07,0.00,0.00,-0.14,-0.04,0.30,-0.28,-0.31,-0.17,NORMAL,0.02,0.12
12/15/2017,13869434,23363865,-9494431,107050706,72567047,34483659,24989228,334.92,395.88,0.00,0.00,0.02,0.17,0.47,0.16,0.03,0.59,NORMAL,0.02,0.12
12/16/2017,8666101,7839066,827035,53804665,29655661,24149004,24976039,335.33,395.49,0.00,0.00,-0.38,-0.66,-1.09,-0.50,-0.59,-0.30,HOLIDAY,0.02,0.12
12/17/2017,3984371,4624805,-640434,39262073,26208314,13053759,12413325,335.33,395.49,0.00,0.00,-0.54,-0.41,-1.77,-0.27,-0.12,-0.46,HOLIDAY,0.02,0.12
12/18/2017,7843968,8327272,-483304,44635640,34313203,10322436,9839132,335.33,395.49,0.00,0.00,0.97,0.80,-0.25,0.14,0.31,-0.21,NORMAL,0.02,0.12
12/19/2017,7324133,9476232,-2152099,55870388,46316380,9554008,7401908,335.33,395.49,0.00,0.00,-0.07,0.14,3.45,0.25,0.35,-0.07,NORMAL,0.02,0.12
12/20/2017,13298716,22751368,-9452652,88759792,77030869,11728923,2276271,335.33,395.49,0.00,0.00,0.82,1.40,3.39,0.59,0.66,0.23,NORMAL,0.02,0.12
12/21/2017,15422274,34653132,-19230858,90509450,78388351,12121100,-7109759,335.68,397.38,0.00,0.00,0.16,0.52,1.03,0.02,0.02,0.03,NORMAL,0.02,0.12
12/22/2017,17120748,21769398,-4648650,88793457,80480324,8313133,3664483,334.13,396.91,0.00,0.00,0.11,-0.37,-0.76,-0.02,0.03,-0.31,NORMAL,0.02,0.12
12/23/2017,10855448,8428731,2426717,67594281,49818172,17776109,20202826,332.68,394.16,0.00,-0.01,-0.37,-0.61,-1.52,-0.24,-0.38,1.14,WEEKEND,0.02,0.12
12/24/2017,6088970,4919560,1169410,39974626,36381382,3593244,4762655,332.68,394.16,0.00,0.00,-0.44,-0.42,-0.52,-0.41,-0.27,-0.80,WEEKEND,0.02,0.12
12/25/2017,19134737,18842902,291836,90921361,85001625,5919735,6211571,332.68,394.16,0.00,0.00,2.14,2.83,-0.75,1.27,1.34,0.65,NORMAL,0.02,0.12
12/26/2017,17161390,23686298,-6524908,97684837,82104013,15580823,9055915,333.32,395.45,0.00,0.00,-0.10,0.26,-23.36,0.07,-0.03,1.63,NORMAL,0.02,0.12
12/27/2017,18415922,28505669,-10089747,109182362,74400028,34782335,24692587,332.36,394.05,0.00,0.00,0.07,0.20,0.55,0.12,-0.09,1.23,NORMAL,0.02,0.12
