DATE, INBOUND_FOR , OUTBOUND_FOR , NET_FOR , INBOUND_KZT , OUTBOUND_KZT , NET_KZT , NET_TOTAL ,USD,EUR,DELTA_NET_USD,DELTA_NET_EUR,DELTA_IN_FOR,DELTA_OUT_FOR,DELTA_NET_FOR,DELTA_IN_KZT,DELTA_OUT_KZT,DELTA_NET_KZT,DELTA_NET_TOTAL,CALENDAR,RATE_FOR,RATE_KZT
7/19/2016,15045972.0000,24838794.0000,-9792821.0000,55597563.0000,49803579.0000,5793984.0000,-3998838.0000,338.8800,374.0200,-0.0011,0.0080,0.2321,0.3296,-0.5137,0.2821,0.3991,-0.2541,-4.0786,NORMAL,0.0240,0.1220
7/20/2016,13620691.0000,23153611.0000,-9532921.0000,53201248.0000,42328512.0000,10872736.0000,1339815.0000,338.7200,374.6900,0.0005,-0.0018,-0.0947,-0.0678,0.0265,-0.0431,-0.1501,0.8766,-1.3351,NORMAL,0.0240,0.1220
7/21/2016,19386633.0000,23669932.0000,-4283299.0000,58352141.0000,46414617.0000,11937523.0000,7654224.0000,339.9000,373.9900,-0.0035,0.0019,0.4233,0.0223,0.5507,0.0968,0.0965,0.0979,4.7129,NORMAL,0.0240,0.1220
7/22/2016,25483641.0000,21727513.0000,3756128.0000,49272992.0000,49634071.0000,-361079.0000,3395049.0000,342.2300,377.2400,-0.0069,-0.0087,0.3145,-0.0821,1.8769,-0.1556,0.0694,-1.0302,-0.5564,NORMAL,0.0240,0.1220
7/23/2016,9815912.0000,6815938.0000,2999974.0000,31048562.0000,27265564.0000,3782998.0000,6782971.0000,341.5100,376.5500,0.0021,0.0018,-0.6148,-0.6863,0.2013,-0.3699,-0.4507,-11.4769,0.9979,WEEKEND,0.0240,0.1220
7/24/2016,4983313.0000,4491068.0000,492245.0000,17206280.0000,18067921.0000,-861641.0000,-369396.0000,341.5100,376.5500,0.0000,0.0000,-0.4923,-0.3411,0.8359,-0.4458,-0.3373,-1.2278,-1.0545,WEEKEND,0.0240,0.1220
7/25/2016,29890843.0000,22441169.0000,7449674.0000,51744761.0000,53073400.0000,-1328639.0000,6121035.0000,341.5100,376.5500,0.0000,0.0000,4.9982,3.9968,-14.1341,2.0073,1.9374,0.5420,-17.5704,NORMAL,0.0240,0.1220
7/26/2016,58348233.0000,24073709.0000,34274524.0000,48516704.0000,96076485.0000,-47559781.0000,-13285257.0000,343.8800,377.8900,-0.0069,-0.0036,0.9520,0.0727,-3.6008,-0.0624,0.8103,34.7959,-3.1704,NORMAL,0.0240,0.1220
7/27/2016,45753525.0000,30939113.0000,14814412.0000,55332162.0000,72711866.0000,-17379704.0000,-2565292.0000,350.2000,385.7100,-0.0184,-0.0207,-0.2159,0.2852,0.5678,0.1405,-0.2432,-0.6346,-0.8069,NORMAL,0.0240,0.1220
7/28/2016,38782823.0000,24301385.0000,14481438.0000,46213661.0000,66342428.0000,-20128766.0000,-5647328.0000,352.1300,387.2000,-0.0055,-0.0039,-0.1524,-0.2145,0.0225,-0.1648,-0.0876,0.1582,1.2014,NORMAL,0.0240,0.1220
7/29/2016,34182682.0000,22062098.0000,12120584.0000,45842510.0000,62800955.0000,-16958445.0000,-4837861.0000,352.7500,391.2700,-0.0018,-0.0105,-0.1186,-0.0921,0.1630,-0.0080,-0.0534,-0.1575,-0.1433,NORMAL,0.0240,0.1220
7/30/2016,15901630.0000,9190133.0000,6711496.0000,34100833.0000,25702132.0000,8398701.0000,15110197.0000,352.2500,391.2800,0.0014,0.0000,-0.5348,-0.5834,0.4463,-0.2561,-0.5907,-1.4953,-4.1233,WEEKEND,0.0240,0.1220
7/31/2016,5526556.0000,6134658.0000,-608102.0000,20411648.0000,17880490.0000,2531158.0000,1923055.0000,352.2500,391.2800,0.0000,0.0000,-0.6525,-0.3325,1.0906,-0.4014,-0.3043,-0.6986,-0.8727,SALARY,0.0240,0.1220
8/1/2016,31354092.0000,27932216.0000,3421876.0000,64392937.0000,70182282.0000,-5789345.0000,-2367469.0000,352.2500,391.2800,0.0000,0.0000,4.6734,3.5532,6.6271,2.1547,2.9251,-3.2872,-2.2311,SALARY,0.0240,0.1220
8/2/2016,43721059.0000,27501334.0000,16219725.0000,55759485.0000,81609835.0000,-25850350.0000,-9630625.0000,352.1000,393.3300,0.0004,-0.0052,0.3944,-0.0154,-3.7400,-0.1341,0.1628,3.4652,3.0679,NORMAL,0.0240,0.1220
8/3/2016,49553226.0000,22176482.0000,27376743.0000,49800345.0000,75853838.0000,-26053493.0000,1323250.0000,353.7000,395.9700,-0.0045,-0.0067,0.1334,-0.1936,-0.6879,-0.1069,-0.0705,0.0079,-1.1374,NORMAL,0.0240,0.1220
8/4/2016,29157482.0000,23849152.0000,5308330.0000,51243718.0000,57172946.0000,-5929228.0000,-620898.0000,354.0100,396.1000,-0.0009,-0.0003,-0.4116,0.0754,0.8061,0.0290,-0.2463,-0.7724,-1.4692,NORMAL,0.0240,0.1220
8/5/2016,25300675.0000,23460959.0000,1839715.0000,59364150.0000,47670644.0000,11693506.0000,13533222.0000,352.0600,391.7000,0.0055,0.0111,-0.1323,-0.0163,0.6534,0.1585,-0.1662,-2.9722,-22.7962,NORMAL,0.0240,0.1220
8/6/2016,16991274.0000,7915701.0000,9075573.0000,36268528.0000,26972425.0000,9296103.0000,18371677.0000,348.9700,388.7500,0.0088,0.0075,-0.3284,-0.6626,-3.9331,-0.3890,-0.4342,-0.2050,0.3575,WEEKEND,0.0240,0.1220
8/7/2016,5171322.0000,3734679.0000,1436643.0000,20562020.0000,18033152.0000,2528868.0000,3965512.0000,348.9700,388.7500,0.0000,0.0000,-0.6956,-0.5282,0.8417,-0.4331,-0.3314,-0.7280,-0.7842,WEEKEND,0.0240,0.1220
8/8/2016,18683763.0000,23184337.0000,-4500574.0000,55183114.0000,45585634.0000,9597479.0000,5096905.0000,348.9700,388.7500,0.0000,0.0000,2.6130,5.2079,4.1327,1.6837,1.5279,2.7952,0.2853,NORMAL,0.0240,0.1220
8/9/2016,20605648.0000,32303508.0000,-11697860.0000,58093036.0000,51486900.0000,6606136.0000,-5091724.0000,348.3500,386.2200,0.0018,0.0065,0.1029,0.3933,-1.5992,0.0527,0.1295,-0.3117,-1.9990,NORMAL,0.0240,0.1220
8/10/2016,18230812.0000,23779935.0000,-5549123.0000,52806127.0000,47904606.0000,4901521.0000,-647602.0000,345.8900,383.4500,0.0071,0.0072,-0.1153,-0.2639,0.5256,-0.0910,-0.0696,-0.2580,-0.8728,NORMAL,0.0240,0.1220
8/11/2016,20679835.0000,21886923.0000,-1207089.0000,50428871.0000,41078508.0000,9350363.0000,8143275.0000,346.4200,386.9500,-0.0015,-0.0091,0.1343,-0.0796,0.7825,-0.0450,-0.1425,0.9076,-13.5745,NORMAL,0.0240,0.1220
8/12/2016,18229318.0000,22463913.0000,-4234596.0000,50168291.0000,45084985.0000,5083306.0000,848710.0000,347.1800,386.9300,-0.0022,0.0001,-0.1185,0.0264,-2.5081,-0.0052,0.0975,-0.4564,-0.8958,NORMAL,0.0240,0.1220
8/13/2016,12680924.0000,9290155.0000,3390769.0000,36816108.0000,24679070.0000,12137038.0000,15527806.0000,344.4600,383.9400,0.0078,0.0077,-0.3044,-0.5864,1.8007,-0.2661,-0.4526,1.3876,17.2958,WEEKEND,0.0240,0.1220
8/14/2016,3358501.0000,3401485.0000,-42984.0000,16915658.0000,20420753.0000,-3505095.0000,-3548079.0000,344.4600,383.9400,0.0000,0.0000,-0.7352,-0.6339,1.0127,-0.5405,-0.1725,-1.2888,-1.2285,WEEKEND,0.0240,0.1220
8/15/2016,18269384.0000,23733029.0000,-5463645.0000,54249187.0000,48560728.0000,5688459.0000,224814.0000,344.4600,383.9400,0.0000,0.0000,4.4397,5.9773,-126.1088,2.2070,1.3780,-2.6229,-1.0634,NORMAL,0.0240,0.1220
8/16/2016,15774154.0000,25202443.0000,-9428288.0000,51910712.0000,50960965.0000,949747.0000,-8478541.0000,343.3900,383.4300,0.0031,0.0013,-0.1366,0.0619,-0.7256,-0.0431,0.0494,-0.8330,-38.7136,NORMAL,0.0240,0.1220
8/17/2016,19787693.0000,19390723.0000,396970.0000,48860080.0000,46535102.0000,2324978.0000,2721948.0000,343.7300,387.4200,-0.0010,-0.0104,0.2544,-0.2306,1.0421,-0.0588,-0.0868,1.4480,-1.3210,NORMAL,0.0240,0.1220
8/18/2016,17349342.0000,20496459.0000,-3147117.0000,50304268.0000,44173833.0000,6130436.0000,2983319.0000,341.2000,384.4300,0.0074,0.0077,-0.1232,0.0570,8.9278,0.0296,-0.0507,1.6368,0.0960,NORMAL,0.0240,0.1220
8/19/2016,22885400.0000,25661184.0000,-2775784.0000,49482114.0000,48134621.0000,1347493.0000,-1428291.0000,340.0900,384.7400,0.0033,-0.0008,0.3191,0.2520,0.1180,-0.0163,0.0897,-0.7802,-1.4788,NORMAL,0.0240,0.1220
8/20/2016,11799764.0000,8525852.0000,3273912.0000,35144238.0000,28952565.0000,6191673.0000,9465584.0000,338.5100,383.0600,0.0046,0.0044,-0.4844,-0.6678,2.1795,-0.2898,-0.3985,3.5950,-7.6272,WEEKEND,0.0240,0.1220
8/21/2016,5097812.0000,4036077.0000,1061735.0000,17797140.0000,20873690.0000,-3076550.0000,-2014815.0000,338.5100,383.0600,0.0000,0.0000,-0.5680,-0.5266,0.6757,-0.4936,-0.2790,-1.4969,-1.2129,WEEKEND,0.0240,0.1220
8/22/2016,24697400.0000,16644608.0000,8052793.0000,46408479.0000,57715868.0000,-11307389.0000,-3254596.0000,338.5100,383.0600,0.0000,0.0000,3.8447,3.1240,-6.5846,1.6076,1.7650,2.6753,0.6153,NORMAL,0.0240,0.1220
8/23/2016,15125916.0000,21541532.0000,-6415615.0000,43208488.0000,50070033.0000,-6861545.0000,-13277160.0000,338.8200,382.7300,-0.0009,0.0009,-0.3876,0.2942,1.7967,-0.0690,-0.1325,-0.3932,3.0795,NORMAL,0.0240,0.1220
8/24/2016,20984297.0000,17840484.0000,3143814.0000,45688580.0000,49097151.0000,-3408571.0000,-264757.0000,341.0000,386.1500,-0.0064,-0.0089,0.3873,-0.1718,1.4900,0.0574,-0.0194,-0.5032,-0.9801,NORMAL,0.0240,0.1220
8/25/2016,15241230.0000,17915851.0000,-2674621.0000,44181000.0000,46292497.0000,-2111497.0000,-4786118.0000,338.8300,382.1700,0.0064,0.0103,-0.2737,0.0042,1.8508,-0.0330,-0.0571,-0.3805,17.0774,NORMAL,0.0240,0.1220
8/26/2016,22105770.0000,21659202.0000,446568.0000,51057026.0000,44234761.0000,6822266.0000,7268833.0000,339.5000,383.3300,-0.0020,-0.0030,0.4504,0.2089,1.1670,0.1556,-0.0445,-4.2310,-2.5187,NORMAL,0.0240,0.1220
8/27/2016,12770966.0000,7001970.0000,5768995.0000,36447222.0000,27349744.0000,9097478.0000,14866473.0000,338.7300,382.4600,0.0023,0.0023,-0.4223,-0.6767,-11.9185,-0.2861,-0.3817,0.3335,1.0452,WEEKEND,0.0240,0.1220
8/28/2016,5270159.0000,4083399.0000,1186760.0000,19161639.0000,17210540.0000,1951099.0000,3137859.0000,338.7300,382.4600,0.0000,0.0000,-0.5873,-0.4168,0.7943,-0.4743,-0.3707,-0.7855,-0.7889,WEEKEND,0.0240,0.1220
8/29/2016,22707296.0000,20839687.0000,1867609.0000,53647166.0000,47049881.0000,6597285.0000,8464895.0000,338.7300,382.4600,0.0000,0.0000,3.3087,4.1035,-0.5737,1.7997,1.7338,2.3813,1.6977,NORMAL,0.0240,0.1220
8/30/2016,7446063.0000,5552974.0000,1893089.0000,27366091.0000,25433838.0000,1932253.0000,3825342.0000,338.9800,379.0100,-0.0007,0.0090,-0.6721,-0.7335,-0.0136,-0.4899,-0.4594,-0.7071,-0.5481,HOLIDAY,0.0240,0.1220
8/31/2016,16605406.0000,22501300.0000,-5895894.0000,51663788.0000,41796032.0000,9867756.0000,3971862.0000,338.9800,379.0100,0.0000,0.0000,1.2301,3.0521,4.1144,0.8879,0.6433,4.1069,0.0383,SALARY,0.0240,0.1220
9/1/2016,22931415.0000,28012435.0000,-5081020.0000,65248748.0000,67096824.0000,-1848076.0000,-6929096.0000,340.1000,379.0400,-0.0033,-0.0001,0.3810,0.2449,0.1382,0.2629,0.6053,-1.1873,-2.7445,SALARY,0.0240,0.1220
9/2/2016,18515854.0000,31967510.0000,-13451656.0000,63826454.0000,59349436.0000,4477019.0000,-8974637.0000,341.0600,379.9700,-0.0028,-0.0025,-0.1926,0.1412,-1.6474,-0.0218,-0.1155,-3.4225,0.2952,NORMAL,0.0240,0.1220
9/3/2016,13664459.0000,9855734.0000,3808725.0000,41523601.0000,31047818.0000,10475784.0000,14284509.0000,341.9700,382.1500,-0.0027,-0.0057,-0.2620,-0.6917,1.2831,-0.3494,-0.4769,1.3399,-2.5917,WEEKEND,0.0240,0.1220
9/4/2016,5605055.0000,5950384.0000,-345329.0000,22762539.0000,19255301.0000,3507238.0000,3161909.0000,341.9700,382.1500,0.0000,0.0000,-0.5898,-0.3963,1.0907,-0.4518,-0.3798,-0.6652,-0.7786,WEEKEND,0.0240,0.1220
9/5/2016,21322096.0000,28150395.0000,-6828299.0000,58089521.0000,51000274.0000,7089248.0000,260949.0000,341.9700,382.1500,0.0000,0.0000,2.8041,3.7309,-18.7733,1.5520,1.6486,1.0213,-0.9175,NORMAL,0.0240,0.1220
9/6/2016,18216886.0000,26969380.0000,-8752494.0000,60087906.0000,51640996.0000,8446910.0000,-305584.0000,340.9000,380.4800,0.0031,0.0044,-0.1456,-0.0420,-0.2818,0.0344,0.0126,0.1915,-2.1710,NORMAL,0.0240,0.1220
9/7/2016,20304812.0000,18774067.0000,1530745.0000,57067462.0000,47852299.0000,9215163.0000,10745908.0000,339.8000,379.3900,0.0032,0.0029,0.1146,-0.3039,1.1749,-0.0503,-0.0734,0.0910,-36.1652,NORMAL,0.0240,0.1220
9/8/2016,17733526.0000,16952034.0000,781492.0000,55097765.0000,43953748.0000,11144017.0000,11925509.0000,337.5700,379.3300,0.0066,0.0002,-0.1266,-0.0971,0.4895,-0.0345,-0.0815,0.2093,0.1098,NORMAL,0.0240,0.1220
9/9/2016,20035613.0000,21245388.0000,-1209775.0000,57697014.0000,46464842.0000,11232172.0000,10022396.0000,337.1600,380.1100,0.0012,-0.0021,0.1298,0.2533,2.5480,0.0472,0.0571,0.0079,-0.1596,NORMAL,0.0240,0.1220
9/10/2016,13186364.0000,6597145.0000,6589219.0000,40277024.0000,22743340.0000,17533684.0000,24122903.0000,337.4100,380.2600,-0.0007,-0.0004,-0.3419,-0.6895,6.4466,-0.3019,-0.5105,0.5610,1.4069,WEEKEND,0.0240,0.1220
9/11/2016,6641879.0000,4501976.0000,2139903.0000,24284624.0000,23394339.0000,890285.0000,3030188.0000,337.4100,380.2600,0.0000,0.0000,-0.4963,-0.3176,0.6752,-0.3971,0.0286,-0.9492,-0.8744,WEEKEND,0.0240,0.1220
9/12/2016,5814458.0000,3652908.0000,2161550.0000,19825201.0000,19586753.0000,238448.0000,2399998.0000,337.4100,380.2600,0.0000,0.0000,-0.1246,-0.1886,-0.0101,-0.1836,-0.1628,-0.7322,-0.2080,HOLIDAY,0.0240,0.1220
9/13/2016,16772954.0000,16305989.0000,466966.0000,48082080.0000,42098623.0000,5983457.0000,6450422.0000,337.4100,380.2600,0.0000,0.0000,1.8847,3.4638,0.7840,1.4253,1.1493,24.0933,1.6877,NORMAL,0.0240,0.1220
9/14/2016,17096724.0000,26352575.0000,-9255851.0000,54298966.0000,47693962.0000,6605005.0000,-2650846.0000,337.6400,378.9700,-0.0007,0.0034,0.0193,0.6161,20.8213,0.1293,0.1329,0.1039,-1.4110,NORMAL,0.0240,0.1220
9/15/2016,16976973.0000,21519763.0000,-4542790.0000,56201506.0000,41974190.0000,14227316.0000,9684526.0000,338.8600,380.2700,-0.0036,-0.0034,-0.0070,-0.1834,0.5092,0.0350,-0.1199,1.1540,-4.6534,NORMAL,0.0240,0.1220
9/16/2016,18212948.0000,19439009.0000,-1226061.0000,52881828.0000,44748756.0000,8133073.0000,6907012.0000,339.5000,381.5300,-0.0019,-0.0033,0.0728,-0.0967,0.7301,-0.0591,0.0661,-0.4283,-0.2868,NORMAL,0.0240,0.1220
9/17/2016,9624787.0000,8738603.0000,886184.0000,37599024.0000,27117790.0000,10481234.0000,11367418.0000,339.5000,380.9900,0.0000,0.0014,-0.4715,-0.5505,1.7228,-0.2890,-0.3940,0.2887,0.6458,WEEKEND,0.0240,0.1220
9/18/2016,4439225.0000,4870972.0000,-431747.0000,21646529.0000,18966879.0000,2679650.0000,2247903.0000,339.5000,380.9900,0.0000,0.0000,-0.5388,-0.4426,1.4872,-0.4243,-0.3006,-0.7443,-0.8023,WEEKEND,0.0240,0.1220
9/19/2016,23908817.0000,17665619.0000,6243198.0000,54632981.0000,48678259.0000,5954723.0000,12197920.0000,339.5000,380.9900,0.0000,0.0000,4.3858,2.6267,15.4603,1.5239,1.5665,1.2222,4.4264,NORMAL,0.0240,0.1220
9/20/2016,17322057.0000,25245290.0000,-7923233.0000,58708297.0000,44484000.0000,14224297.0000,6301064.0000,339.3500,379.0500,0.0004,0.0051,-0.2755,0.4291,2.2691,0.0746,-0.0862,1.3887,-0.4834,NORMAL,0.0240,0.1220
9/21/2016,15763691.0000,20406151.0000,-4642460.0000,52608562.0000,43840532.0000,8768030.0000,4125570.0000,339.4000,379.4800,-0.0001,-0.0011,-0.0900,-0.1917,0.4141,-0.1039,-0.0145,-0.3836,-0.3453,NORMAL,0.0240,0.1220
9/22/2016,15946894.0000,21238765.0000,-5291871.0000,54705435.0000,41037971.0000,13667464.0000,8375592.0000,338.9600,377.8000,0.0013,0.0044,0.0116,0.0408,-0.1399,0.0399,-0.0639,0.5588,1.0302,NORMAL,0.0240,0.1220
9/23/2016,18269850.0000,20938664.0000,-2668814.0000,57542679.0000,48025382.0000,9517297.0000,6848483.0000,337.7800,379.3600,0.0035,-0.0041,0.1457,-0.0141,0.4957,0.0519,0.1703,-0.3037,-0.1823,NORMAL,0.0240,0.1220
9/24/2016,12466552.0000,8694308.0000,3772245.0000,37874048.0000,29878691.0000,7995357.0000,11767602.0000,337.3700,378.2900,0.0012,0.0028,-0.3176,-0.5848,2.4135,-0.3418,-0.3779,-0.1599,0.7183,WEEKEND,0.0240,0.1220
9/25/2016,6130261.0000,6129660.0000,600.0000,21922276.0000,19550741.0000,2371535.0000,2372135.0000,337.3700,378.2900,0.0000,0.0000,-0.5083,-0.2950,0.9998,-0.4212,-0.3457,-0.7034,-0.7984,WEEKEND,0.0240,0.1220
9/26/2016,16320084.0000,20374159.0000,-4054075.0000,52038884.0000,46744009.0000,5294875.0000,1240800.0000,337.3700,378.2900,0.0000,0.0000,1.6622,2.3239,6757.7917,1.3738,1.3909,1.2327,-0.4769,NORMAL,0.0240,0.1220
9/27/2016,17359731.0000,23760349.0000,-6400617.0000,53784015.0000,45631422.0000,8152594.0000,1751976.0000,337.5600,379.3500,-0.0006,-0.0028,0.0637,0.1662,-0.5788,0.0335,-0.0238,0.5397,0.4120,NORMAL,0.0240,0.1220
9/28/2016,18193361.0000,16800153.0000,1393208.0000,53927513.0000,40091419.0000,13836094.0000,15229302.0000,337.1600,379.1000,0.0012,0.0007,0.0480,-0.2929,1.2177,0.0027,-0.1214,0.6971,7.6926,NORMAL,0.0240,0.1220
9/29/2016,15291197.0000,25243554.0000,-9952357.0000,58558091.0000,40333177.0000,18224914.0000,8272557.0000,336.9900,377.8300,0.0005,0.0034,-0.1595,0.5026,8.1435,0.0859,0.0060,0.3172,-0.4568,NORMAL,0.0240,0.1220
9/30/2016,18308554.0000,21796820.0000,-3488266.0000,70588793.0000,43219082.0000,27369711.0000,23881445.0000,334.9300,375.5200,0.0061,0.0061,0.1973,-0.1365,0.6495,0.2054,0.0716,0.5018,1.8868,SALARY,0.0240,0.1220
10/1/2016,15817009.0000,11564104.0000,4252906.0000,52793872.0000,37119404.0000,15674468.0000,19927374.0000,335.4600,374.8100,-0.0016,0.0019,-0.1361,-0.4695,2.2192,-0.2521,-0.1411,-0.4273,-0.1656,SALARY,0.0240,0.1220
10/2/2016,4656022.0000,5371665.0000,-715643.0000,24517948.0000,24101486.0000,416462.0000,-299181.0000,335.4600,374.8100,0.0000,0.0000,-0.7056,-0.5355,1.1683,-0.5356,-0.3507,-0.9734,-1.0150,WEEKEND,0.0240,0.1220
10/3/2016,20975001.0000,31581240.0000,-10606239.0000,68258126.0000,59485332.0000,8772794.0000,-1833445.0000,335.4600,374.8100,0.0000,0.0000,3.5049,4.8792,-13.8206,1.7840,1.4681,20.0651,5.1282,NORMAL,0.0240,0.1220
10/4/2016,15869414.0000,27689327.0000,-11819913.0000,74112649.0000,54452077.0000,19660572.0000,7840659.0000,335.0900,376.3400,0.0011,-0.0041,-0.2434,-0.1232,-0.1144,0.0858,-0.0846,1.2411,-5.2765,NORMAL,0.0240,0.1220
10/5/2016,20263243.0000,27723724.0000,-7460481.0000,71531454.0000,47305498.0000,24225956.0000,16765474.0000,333.5900,372.1900,0.0045,0.0110,0.2769,0.0012,0.3688,-0.0348,-0.1312,0.2322,1.1383,NORMAL,0.0240,0.1220
10/6/2016,15374521.0000,27828752.0000,-12454231.0000,69092286.0000,44142121.0000,24950165.0000,12495934.0000,332.7500,373.2500,0.0025,-0.0028,-0.2413,0.0038,-0.6694,-0.0341,-0.0669,0.0299,-0.2547,NORMAL,0.0240,0.1220
10/7/2016,16487488.0000,23488411.0000,-7000924.0000,69461919.0000,48939377.0000,20522542.0000,13521618.0000,332.6900,371.9500,0.0002,0.0035,0.0724,-0.1560,0.4379,0.0053,0.1087,-0.1775,0.0821,NORMAL,0.0240,0.1220
10/8/2016,12751960.0000,9356687.0000,3395273.0000,57665721.0000,37073751.0000,20591970.0000,23987243.0000,331.4100,368.6600,0.0038,0.0088,-0.2266,-0.6016,1.4850,-0.1698,-0.2425,0.0034,0.7740,WEEKEND,0.0240,0.1220
10/9/2016,5381113.0000,5114879.0000,266235.0000,34329292.0000,31630257.0000,2699036.0000,2965270.0000,331.4100,368.6600,0.0000,0.0000,-0.5780,-0.4533,0.9216,-0.4047,-0.1468,-0.8689,-0.8764,WEEKEND,0.0240,0.1220
10/10/2016,17217226.0000,19792922.0000,-2575696.0000,90283876.0000,72365735.0000,17918141.0000,15342444.0000,331.4100,368.6600,0.0000,0.0000,2.1996,2.8697,10.6745,1.6299,1.2879,5.6387,4.1740,NORMAL,0.0240,0.1220
10/11/2016,18065613.0000,27928778.0000,-9863165.0000,88805683.0000,68711465.0000,20094218.0000,10231053.0000,332.1400,371.0000,-0.0022,-0.0063,0.0493,0.4110,-2.8293,-0.0164,-0.0505,0.1214,-0.3332,NORMAL,0.0240,0.1220
10/12/2016,19499775.0000,22613081.0000,-3113306.0000,78821517.0000,54911220.0000,23910297.0000,20796991.0000,330.3700,366.9100,0.0053,0.0110,0.0794,-0.1903,0.6844,-0.1124,-0.2008,0.1899,1.0327,NORMAL,0.0240,0.1220
10/13/2016,23713640.0000,19022862.0000,4690778.0000,68571731.0000,51897993.0000,16673738.0000,21364516.0000,330.7100,364.5100,-0.0010,0.0065,0.2161,-0.1588,2.5067,-0.1300,-0.0549,-0.3027,0.0273,NORMAL,0.0240,0.1220
10/14/2016,15423212.0000,25605867.0000,-10182655.0000,63650861.0000,58172559.0000,5478303.0000,-4704353.0000,331.3600,365.2900,-0.0020,-0.0021,-0.3496,0.3461,3.1708,-0.0718,0.1209,-0.6714,-1.2202,NORMAL,0.0240,0.1220
10/15/2016,11625082.0000,8062791.0000,3562291.0000,50110134.0000,33226761.0000,16883373.0000,20445664.0000,331.0100,364.7100,0.0011,0.0016,-0.2463,-0.6851,1.3498,-0.2127,-0.4288,2.0819,-5.3461,WEEKEND,0.0240,0.1220
10/16/2016,8656996.0000,8183686.0000,473310.0000,26100750.0000,25655525.0000,445225.0000,918535.0000,331.0100,364.7100,0.0000,0.0000,-0.2553,0.0150,0.8671,-0.4791,-0.2279,-0.9736,-0.9551,WEEKEND,0.0240,0.1220
10/17/2016,16803456.0000,19724205.0000,-2920749.0000,66832807.0000,52844035.0000,13988771.0000,11068022.0000,331.0100,364.7100,0.0000,0.0000,0.9410,1.4102,7.1709,1.5606,1.0598,30.4196,11.0496,NORMAL,0.0240,0.1220
10/18/2016,20640557.0000,28931060.0000,-8290503.0000,58611600.0000,55429722.0000,3181878.0000,-5108625.0000,331.7400,364.5200,-0.0022,0.0005,0.2284,0.4668,-1.8385,-0.1230,0.0489,-0.7725,-1.4616,NORMAL,0.0240,0.1220
10/19/2016,13912932.0000,19148460.0000,-5235528.0000,59060711.0000,48867651.0000,10193060.0000,4957532.0000,332.1200,365.7600,-0.0011,-0.0034,-0.3259,-0.3381,0.3685,0.0077,-0.1184,2.2035,-1.9704,NORMAL,0.0240,0.1220
10/20/2016,17045927.0000,19703121.0000,-2657195.0000,58575983.0000,46556134.0000,12019850.0000,9362655.0000,332.1800,365.3000,-0.0002,0.0013,0.2252,0.0290,0.4925,-0.0082,-0.0473,0.1792,0.8886,NORMAL,0.0240,0.1220
10/21/2016,16899096.0000,20238602.0000,-3339505.0000,57776578.0000,50008540.0000,7768038.0000,4428532.0000,330.5600,362.5300,0.0049,0.0076,-0.0086,0.0272,-0.2568,-0.0136,0.0742,-0.3537,-0.5270,NORMAL,0.0240,0.1220
10/22/2016,8176204.0000,8484315.0000,-308112.0000,42188483.0000,31645993.0000,10542491.0000,10234379.0000,331.4000,361.0900,-0.0025,0.0040,-0.5162,-0.5808,0.9077,-0.2698,-0.3672,0.3572,1.3110,WEEKEND,0.0240,0.1220
10/23/2016,3476083.0000,6119325.0000,-2643242.0000,22932637.0000,22381033.0000,551604.0000,-2091638.0000,331.4000,361.0900,0.0000,0.0000,-0.5749,-0.2787,-7.5788,-0.4564,-0.2928,-0.9477,-1.2044,WEEKEND,0.0240,0.1220
10/24/2016,20100835.0000,17245768.0000,2855067.0000,64075911.0000,50984908.0000,13091003.0000,15946070.0000,331.4000,361.0900,0.0000,0.0000,4.7826,1.8182,2.0801,1.7941,1.2780,22.7326,-8.6237,NORMAL,0.0240,0.1220
10/25/2016,13136686.0000,19606123.0000,-6469438.0000,56143833.0000,47640486.0000,8503347.0000,2033910.0000,330.2400,359.5300,0.0035,0.0043,-0.3465,0.1369,3.2659,-0.1238,-0.0656,-0.3504,-0.8725,NORMAL,0.0240,0.1220
10/26/2016,15996715.0000,21429055.0000,-5432340.0000,56570086.0000,44853937.0000,11716149.0000,6283808.0000,330.1200,359.3000,0.0004,0.0006,0.2177,0.0930,0.1603,0.0076,-0.0585,0.3778,2.0895,NORMAL,0.0240,0.1220
10/27/2016,15741922.0000,17814321.0000,-2072400.0000,57386782.0000,46360509.0000,11026273.0000,8953873.0000,331.1800,361.7500,-0.0032,-0.0068,-0.0159,-0.1687,0.6185,0.0144,0.0336,-0.0589,0.4249,NORMAL,0.0240,0.1220
10/28/2016,29151242.0000,16909992.0000,12241250.0000,60966801.0000,47503046.0000,13463756.0000,25705006.0000,332.6000,363.0300,-0.0043,-0.0035,0.8518,-0.0508,6.9068,0.0624,0.0246,0.2211,1.8708,NORMAL,0.0240,0.1220
10/29/2016,11954202.0000,7180693.0000,4773510.0000,42697499.0000,30972787.0000,11724712.0000,16498222.0000,333.5000,363.8200,-0.0027,-0.0022,-0.5899,-0.5754,0.6100,-0.2997,-0.3480,-0.1292,-0.3582,WEEKEND,0.0240,0.1220
10/30/2016,7139490.0000,5096866.0000,2042624.0000,26520354.0000,22662769.0000,3857585.0000,5900208.0000,333.5000,363.8200,0.0000,0.0000,-0.4028,-0.2902,0.5721,-0.3789,-0.2683,-0.6710,-0.6424,WEEKEND,0.0240,0.1220
